tahun_lahir,ipk,ips_semester_genap_2021/2022,ips_semester_ganjil_2022/2023,nilai_matkul_matematika_1,nilai_matkul_bahasa_inggris_1,total_sks_semester,total_matkul_mengulang,memiliki_beasiswa,nilai_matematika_sma_kelas_12,pendidikan_ibu,pendidikan_ayah,jumlah_saudara,penghasilan_orang_tua,waktu_khusus_belajar,suka_lomba,total_mengikuti_lomba,sosial_media_youtube,sosial_media_whatsapp,sosial_media_twitter,sosial_media_tiktok,sosial_media_tidak menggunakan sosial media,sosial_media_instagram,sosial_media_facebook,total_akses_sosial_media,genre_permainan_tidak bermain game,genre_permainan_teka-teki,genre_permainan_strategi,genre_permainan_shooting,genre_permainan_petualangan,genre_permainan_olahraga,genre_permainan_multiplayer,genre_permainan_aksi,jenis_organisasi_tidak mengikuti organisasi,jenis_organisasi_penalaran dan keilmuan,jenis_organisasi_organisasi sosial,jenis_organisasi_organisasi pengusaha,jenis_organisasi_organisasi masyarakat,jenis_organisasi_organisasi keprofesian,jenis_organisasi_organisasi keahlian,jenis_organisasi_organisasi keagamaan,jenis_organisasi_himpunan mahasiswa,estimasi_waktu_perjalanan_ke_kampus,jenis_kelamin_laki-laki,jenis_kelamin_perempuan,tempat_tinggal_kuliah_apartemen,tempat_tinggal_kuliah_asrama,tempat_tinggal_kuliah_bersama anggota keluarga besar,tempat_tinggal_kuliah_bersama orang tua,tempat_tinggal_kuliah_kontrakan,tempat_tinggal_kuliah_kos,provinsi_asal_bali,provinsi_asal_bangka belitung,provinsi_asal_banten,provinsi_asal_bengkulu,provinsi_asal_dki jakarta,provinsi_asal_jambi,provinsi_asal_jawa barat,provinsi_asal_jawa tengah,provinsi_asal_jawa timur,provinsi_asal_kalimantan timur,provinsi_asal_maluku utara,provinsi_asal_nanggroe aceh darussalam,provinsi_asal_nusa tenggara barat,provinsi_asal_nusa tenggara timur,provinsi_asal_papua barat,provinsi_asal_papua barat daya,provinsi_asal_riau,provinsi_asal_sulawesi selatan,provinsi_asal_sulawesi tengah,provinsi_asal_sulawesi tenggara,provinsi_asal_sulawesi utara,provinsi_asal_sumatera barat,provinsi_asal_sumatera selatan,provinsi_asal_sumatera utara,jalur_pendaftaran_kampus_beasiswa aperti bumn,jalur_pendaftaran_kampus_beasiswa undangan,jalur_pendaftaran_kampus_jalur undangan,jalur_pendaftaran_kampus_seleksi rapot,jalur_pendaftaran_kampus_snmptn,jalur_pendaftaran_kampus_ujian tes,jalur_pendaftaran_kampus_utbk/snbp,tipe_sma_boarding school,tipe_sma_ma/man,tipe_sma_mengulang kuliah,tipe_sma_sma/sman,tipe_sma_smk/smkn,latar_belakang_sma_negeri,latar_belakang_sma_swasta,jenis_tempat_tinggal_keluarga_bersama anggota keluarga besar,jenis_tempat_tinggal_keluarga_kontrakan,jenis_tempat_tinggal_keluarga_rumah,jenis_tempat_tinggal_keluarga_rumah dinas,cara_belajar_mahasiswa_aural,cara_belajar_mahasiswa_kinestetic,cara_belajar_mahasiswa_reading,cara_belajar_mahasiswa_visual,akses_pembelajaran_daring,akses_pembelajaran_luring
-1.52952087507005,-2.1106161732769815,-1.8165107839609567,-1.9972965062520034,-0.25282248614925995,0.37310808572637,-1.6743951247249658,1.9661783109256525,-0.4082482904638631,-1.7321619871707241,-0.5661247519522212,-0.7295866584084464,-0.7131636115059093,2.062345319372006,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,1,0,0,0,0.04232603709975799,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.131256427009511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.52952087507005,-2.1106161732769815,-1.8165107839609567,-1.9972965062520034,-0.25282248614925995,-0.36533985181845263,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,-0.5661247519522212,-0.7295866584084464,-0.7131636115059093,-1.0756157671170699,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,0,0,1,0,0.04232603709975799,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15629512933158235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.52952087507005,-1.9855295671880435,-1.8165107839609567,-1.9972965062520034,1.0609719554228456,0.37310808572637,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,1.3383558501112032,0.9597999027422389,-0.7131636115059093,-0.1715831522864876,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,0,0,1,0,-0.8888230645123544,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.2867086469007734,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.52952087507005,-1.955783433516391,-1.8165107839609567,-1.9972965062520034,-0.25282248614925995,1.2239326760685851,-1.6743951247249658,1.9661783109256525,-0.4082482904638631,-1.7321619871707241,1.3383558501112032,1.5028899425607218,0.17827279218363654,0.881818445811829,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,1,1,0,1,0,1.052823485255152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8353333424632549,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.52952087507005,-1.894973744716259,-1.8165107839609567,-1.9972965062520034,-1.161731882483921,-1.5043683728059176,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,0.11263212216916782,-0.7295866584084464,0.17827279218363654,-0.1715831522864876,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,1,0,1,1,-0.8888230645123544,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-1.131256427009511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.52952087507005,-1.6848743403054258,-1.8165107839609567,-1.9972965062520034,1.0609719554228456,-0.991235009676023,-1.6743951247249658,1.9661783109256525,-0.4082482904638631,-1.7321619871707241,0.11263212216916782,0.9597999027422389,-0.7131636115059093,0.881818445811829,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,1,0,1,1,-0.8888230645123544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2867086469007734,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.52952087507005,-1.6336043377188392,-1.8165107839609567,-1.8367309083956245,1.0609719554228456,1.2239326760685851,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,-0.5661247519522212,0.4079169647090904,0.8983379913549211,0.881818445811829,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,0,0,1,0,-0.8888230645123544,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.15629512933158235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.52952087507005,-1.5812614931742992,-1.8165107839609567,-1.7764566431945108,-0.7026098752521172,-0.991235009676023,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,-1.3095397627900764,1.5028899425607218,0.17827279218363654,2.062345319372006,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,0,0,1,0,-0.8888230645123544,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.15629512933158235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.52952087507005,-1.563573404025562,-1.8165107839609567,-1.7561392245186482,1.0609719554228456,1.2239326760685851,-1.6743951247249658,-0.4998988241816705,-0.4082482904638631,-1.7321619871707241,-0.5661247519522212,-0.7295866584084464,0.17827279218363654,0.881818445811829,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,1,1,0,1,0,1.052823485255152,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1.6204107691654912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.52952087507005,-1.563573404025562,-1.8165107839609567,-1.6737302023831004,0.6277630435025917,-1.9044828472859074,-1.6743951247249658,2.061576297296614,-0.4082482904638631,-1.7321619871707241,1.3383558501112032,-0.7295866584084464,-0.7131636115059093,-0.1715831522864876,0.5663521139548542,-1.4362210048705364,-1.051515771839666,0,0,0,1,0,1,1,1.052823485255152,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.131256427009511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
